PdfType: error
Format: lhagrid1
---
1.000000e-06 2.000000e-06 4.000000e-06 6.000000e-06 8.000000e-06 1.000000e-05 2.000000e-05 4.000000e-05 6.000000e-05 8.000000e-05 1.000000e-04 2.000000e-04 4.000000e-04 6.000000e-04 8.000000e-04 1.000000e-03 2.000000e-03 4.000000e-03 6.000000e-03 8.000000e-03 1.000000e-02 1.400000e-02 2.000000e-02 3.000000e-02 4.000000e-02 6.000000e-02 8.000000e-02 1.000000e-01 1.250000e-01 1.500000e-01 1.750000e-01 2.000000e-01 2.250000e-01 2.500000e-01 2.750000e-01 3.000000e-01 3.250000e-01 3.500000e-01 3.750000e-01 4.000000e-01 4.250000e-01 4.500000e-01 4.750000e-01 5.000000e-01 5.250000e-01 5.500000e-01 5.750000e-01 6.000000e-01 6.250000e-01 6.500000e-01 6.750000e-01 7.000000e-01 7.250000e-01 7.500000e-01 7.750000e-01 8.000000e-01 8.250000e-01 8.500000e-01 8.750000e-01 9.000000e-01 9.250000e-01 9.500000e-01 9.750000e-01 1.000000e+00
1.000000e+00 1.118034e+00 1.224745e+00 1.400000e+00
-4 -3 -2 -1 1 2 3 4 21
0.00000000e+00 5.80328020e-01 1.00533035e+00 1.00537375e+00 1.00540000e+00 1.00550000e+00 5.79710000e-01 0.00000000e+00 6.11210000e+01
0.00000000e+00 9.18809320e-01 1.33980040e+00 1.33976207e+00 1.33980000e+00 1.34000000e+00 9.18180000e-01 0.00000000e+00 6.37800000e+01
0.00000000e+00 1.18003771e+00 1.59807668e+00 1.59805262e+00 1.59810000e+00 1.59830000e+00 1.17940000e+00 0.00000000e+00 6.61420000e+01
0.00000000e+00 1.54874889e+00 1.96304302e+00 1.96303896e+00 1.96310000e+00 1.96330000e+00 1.54810000e+00 0.00000000e+00 7.00350000e+01
0.00000000e+00 5.25191080e-01 9.08340240e-01 9.08336865e-01 9.08400000e-01 9.08650000e-01 5.24470000e-01 0.00000000e+00 3.84200000e+01
0.00000000e+00 7.30854210e-01 1.11023740e+00 1.11031431e+00 1.11040000e+00 1.11060000e+00 7.30120000e-01 0.00000000e+00 3.99050000e+01
0.00000000e+00 8.93403930e-01 1.27009579e+00 1.27009626e+00 1.27020000e+00 1.27050000e+00 8.92660000e-01 0.00000000e+00 4.13450000e+01
0.00000000e+00 1.12915688e+00 1.50233706e+00 1.50237040e+00 1.50250000e+00 1.50280000e+00 1.12840000e+00 0.00000000e+00 4.39170000e+01
0.00000000e+00 4.74263430e-01 8.18344200e-01 8.18349710e-01 8.18510000e-01 8.18950000e-01 4.73420000e-01 0.00000000e+00 2.17960000e+01
0.00000000e+00 5.86038540e-01 9.26649000e-01 9.26645020e-01 9.26850000e-01 9.27350000e-01 5.85180000e-01 0.00000000e+00 2.25070000e+01
0.00000000e+00 6.78809710e-01 1.01692458e+00 1.01685968e+00 1.01710000e+00 1.01770000e+00 6.77940000e-01 0.00000000e+00 2.33390000e+01
0.00000000e+00 8.20234570e-01 1.15502027e+00 1.15500961e+00 1.15530000e+00 1.15590000e+00 8.19350000e-01 0.00000000e+00 2.50250000e+01
0.00000000e+00 4.46771810e-01 7.69600510e-01 7.69596350e-01 7.69800000e-01 7.70370000e-01 4.45850000e-01 0.00000000e+00 1.60470000e+01
0.00000000e+00 5.29778230e-01 8.49249110e-01 8.49248630e-01 8.49510000e-01 8.50140000e-01 5.28840000e-01 0.00000000e+00 1.65850000e+01
0.00000000e+00 6.01200360e-01 9.18224310e-01 9.18233010e-01 9.18540000e-01 9.19210000e-01 6.00250000e-01 0.00000000e+00 1.72800000e+01
0.00000000e+00 7.13606480e-01 1.02738160e+00 1.02742845e+00 1.02780000e+00 1.02850000e+00 7.12640000e-01 0.00000000e+00 1.87570000e+01
0.00000000e+00 4.27942650e-01 7.36095020e-01 7.36089280e-01 7.36360000e-01 7.37060000e-01 4.26960000e-01 0.00000000e+00 1.25620000e+01
0.00000000e+00 4.93949990e-01 7.98826600e-01 7.98827010e-01 7.99170000e-01 7.99940000e-01 4.92950000e-01 0.00000000e+00 1.30070000e+01
0.00000000e+00 5.52722800e-01 8.55201000e-01 8.55210090e-01 8.55610000e-01 8.56430000e-01 5.51710000e-01 0.00000000e+00 1.36280000e+01
0.00000000e+00 6.47819800e-01 9.47149300e-01 9.47169740e-01 9.47650000e-01 9.48540000e-01 6.46790000e-01 0.00000000e+00 1.49860000e+01
0.00000000e+00 4.13722900e-01 7.10716900e-01 7.10715920e-01 7.11060000e-01 7.11880000e-01 4.12690000e-01 0.00000000e+00 1.01830000e+01
0.00000000e+00 4.68390900e-01 7.62162600e-01 7.62169290e-01 7.62600000e-01 7.63500000e-01 4.67340000e-01 0.00000000e+00 1.05720000e+01
0.00000000e+00 5.18684200e-01 8.10107100e-01 8.10121240e-01 8.10620000e-01 8.11580000e-01 5.17620000e-01 0.00000000e+00 1.11460000e+01
0.00000000e+00 6.02111900e-01 8.90448000e-01 8.90465440e-01 8.91060000e-01 8.92110000e-01 6.01030000e-01 0.00000000e+00 1.24270000e+01
0.00000000e+00 3.71814500e-01 6.35537100e-01 6.35538870e-01 6.36180000e-01 6.37490000e-01 3.70610000e-01 0.00000000e+00 4.86900000e+00
0.00000000e+00 4.03304800e-01 6.63961400e-01 6.63974950e-01 6.64760000e-01 6.66190000e-01 4.02080000e-01 0.00000000e+00 5.18700000e+00
0.00000000e+00 4.36039700e-01 6.94468000e-01 6.94482620e-01 6.95380000e-01 6.96910000e-01 4.34800000e-01 0.00000000e+00 5.69480000e+00
0.00000000e+00 4.94789500e-01 7.50271500e-01 7.50295400e-01 7.51350000e-01 7.53010000e-01 4.93530000e-01 0.00000000e+00 6.84310000e+00
0.00000000e+00 3.32774100e-01 5.64850600e-01 5.64852400e-01 5.66070000e-01 5.68160000e-01 3.31370000e-01 0.00000000e+00 1.63090000e+00
0.00000000e+00 3.52356500e-01 5.81498400e-01 5.81515300e-01 5.82970000e-01 5.85240000e-01 3.50930000e-01 0.00000000e+00 1.96690000e+00
0.00000000e+00 3.75672800e-01 6.02675400e-01 6.02691500e-01 6.04330000e-01 6.06750000e-01 3.74230000e-01 0.00000000e+00 2.47210000e+00
0.00000000e+00 4.20414300e-01 6.44595000e-01 6.44626100e-01 6.46520000e-01 6.49130000e-01 4.18950000e-01 0.00000000e+00 3.57100000e+00
0.00000000e+00 3.11125000e-01 5.25291400e-01 5.25290100e-01 5.27030000e-01 5.29750000e-01 3.09590000e-01 0.00000000e+00 4.33310000e-01
0.00000000e+00 3.27238300e-01 5.38545300e-01 5.38566900e-01 5.40620000e-01 5.43560000e-01 3.25680000e-01 0.00000000e+00 8.03590000e-01
0.00000000e+00 3.47545300e-01 5.56758100e-01 5.56795200e-01 5.59090000e-01 5.62200000e-01 3.45970000e-01 0.00000000e+00 1.32330000e+00
